"location","item","element","Unit","Date","Value"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","26424.944805"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","25407.600358"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","26548.175861"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","30471.423728"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","31606.678221"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","44104.628092"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","42360.924432"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","36660.690706"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","33129.717494"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","34797.094778"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","37262.845258"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","38139.779113"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","38428.870276"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","40378.955715"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","38255.377238"
"Republic of Korea","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","36889.821472"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","1978.732374"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","1790.832965"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","1950.546439"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","2060.627062"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","2177.306299"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","2210.503016"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","2194.910514"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","2095.837943"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","2197.860416"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","2414.475426"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","2353.158464"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","2600.881904"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","2595.770108"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","3091.010764"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","3546.840289"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","3721.247204"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","4376.661443"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","4558.303932"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","5696.825996"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","7327.578204"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","8539.341614"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","8536.176785"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","8059.052191"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","8205.106934"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","8315.381578"
"Nepal","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","8457.364717"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","136397.298208"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","151772.037035"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","183572.186382"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","183018.143365"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","261430.51086"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","339316.482159"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","298394.928306"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","299654.239956"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","273924.162824"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","297255.49538"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","274640.890269"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","288326.851498"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","344311.414944"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","426296.845053"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","463494.253909"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","518403.39795"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","620105.365739"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","774727.735198"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","781102.641544"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","894076.798149"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","1161019.128556"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","1240280.055267"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","1297413.235865"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","1194652.196597"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","1202744.163305"
"China","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","1229905.387638"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","11.368806"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","11.32845"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","14.814655"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","17.694326"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","17.638487"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","18.273742"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","15.893976"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","19.236836"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","19.495615"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","19.814583"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","19.935271"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","18.26175"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","26.238415"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","25.441977"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","17.73635"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","24.995213"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","23.928834"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","23.64716"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","24.511499"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","19.154706"
"Antigua and Barbuda","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","18.921156"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1991","107.335619"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1992","92.342733"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1993","88.605772"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1994","92.04496"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","110.485577"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1996","121.523749"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1997","114.847064"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1998","111.27224"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1999","109.223018"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2000","102.486276"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2001","106.532596"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2002","100.690791"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2003","127.126774"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2004","104.643698"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2005","113.495868"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2006","121.08141"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2007","121.774921"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2008","117.00148"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2009","122.663646"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2010","125.474893"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2011","125.534286"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2012","139.34443"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2013","146.057238"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2014","135.551933"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2015","136.693706"
"Barbados","Agriculture (PIN)","Gross Production Value (current million US$)","USD","2016","143.29201"
"Dominica","Agriculture (PIN)","Gross Production Value (current million US$)","USD","1995","0.041481"
